,title,vote_average
4559,Bloody Sunday,7.2
4560,Diamond Ruff,2.4
4561,Conversations with Other Women,6.2
4562,Poultrygeist: Night of the Chicken Dead,5.9
4563,Mutual Friends,0.0
4564,42nd Street,6.1
4565,Rise of the Entrepreneur: The Search for a Better Way,8.0
4566,Metropolitan,7.0
4567,As It Is in Heaven,6.9
4568,Roadside,4.2
4569,Napoleon Dynamite,6.7
4570,Blue Ruin,6.9
4571,Paranormal Activity,5.9
4572,Dogtown and Z-Boys,7.2
4573,Monty Python and the Holy Grail,7.8
4574,Quinceañera,7.0
4575,Gory Gory Hallelujah,1.0
4576,Tarnation,7.5
4577,I Want Your Money,3.8
4578,Love in the Time of Monsters,5.0
4579,The Beyond,6.6
4580,What Happens in Vegas,5.8
4581,The Dark Hours,5.5
4582,My Beautiful Laundrette,6.6
4583,Fabled,0.0
4584,Show Me,5.6
4585,Cries and Whispers,7.8
4586,Intolerance,7.4
4587,Trekkies,6.3
4588,The Broadway Melody,5.0
4589,The Evil Dead,7.3
4590,Maniac,6.0
4591,Censored Voices,5.1
4592,Murderball,6.9
4593,American Ninja 2: The Confrontation,4.9
4594,51 Birch Street,6.8
4595,Rotor DR1,4.7
4596,12 Angry Men,8.2
4597,My Dog Tulip,7.6
4598,It Happened One Night,7.7
4599,Dogtooth,6.9
4600,Tupac: Resurrection,8.0
4601,Tumbleweeds,6.2
4602,The Prophecy,6.4
4603,When the Cat's Away,6.1
4604,Pieces of April,6.4
4605,The Big Swap,0.0
4606,Old Joy,6.3
4607,Wendy and Lucy,6.4
4608,3 Backyards,4.8
4609,Pierrot le Fou,7.6
4610,Sisters in Law,7.3
4611,Ayurveda: Art of Being,5.5
4612,Nothing But a Man,7.0
4613,"First Love, Last Rites",3.0
4614,Fighting Tommy Riley,5.3
4615,Royal Kill,2.8
4616,The Looking Glass,7.0
4617,Death Race 2000,5.9
4618,Locker 13,6.8
4619,Midnight Cabaret,0.0
4620,Anderson's Cross,0.0
4621,Bizarre,6.2
4622,Graduation Day,5.0
4623,Some Guy Who Kills People,5.7
4624,Compliance,6.3
4625,Chasing Amy,6.7
4626,Lovely & Amazing,6.3
4627,Death Calls,0.0
4628,Better Luck Tomorrow,6.5
4629,The Incredibly True Adventure of Two Girls In Love,5.7
4630,Chuck & Buck,5.7
4631,American Desi,5.0
4632,Amidst the Devil's Wings,0.0
4633,Cube,6.9
4634,Love and Other Catastrophes,5.8
4635,I Married a Strange Person!,7.5
4636,November,4.9
4637,Like Crazy,6.4
4638,Teeth and Blood,3.0
4639,Sugar Town,5.5
4640,The Motel,7.0
4641,The Canyons,4.1
4642,On the Outs,5.9
4643,Shotgun Stories,6.9
4644,Exam,6.6
4645,The Sticky Fingers of Time,4.8
4646,Sunday School Musical,5.5
4647,Rust,0.0
4648,Ink,6.4
4649,The Christmas Bunny,5.7
4650,Butterfly,5.0
4651,UnDivided,0.0
4652,The Frozen,4.2
4653,Horse Camp,5.5
4654,Give Me Shelter,0.0
4655,The Big Parade,7.0
4656,Little Big Top,10.0
4657,Along the Roadside,7.7
4658,Bronson,6.9
4659,Western Religion,0.0
4660,Burn,6.9
4661,Urbania,5.2
4662,The Stewardesses,4.3
4663,"The Beast from 20,000 Fathoms",6.7
4664,Mad Max,6.6
4665,Swingers,6.8
4666,A Fistful of Dollars,7.6
4667,She Done Him Wrong,5.1
4668,Short Cut to Nirvana: Kumbh Mela,0.0
4669,The Grace Card,6.5
4670,Middle of Nowhere,6.6
4671,Three,6.3
4672,The Business of Fancydancing,8.0
4673,Call + Response,8.0
4674,Malevolence,4.9
4675,Reality Show,5.5
4676,Super Hybrid,4.6
4677,Baghead,5.8
4678,American Beast,0.0
4679,The Case of the Grinning Cat,7.7
4680,Ordet,7.8
4681,Good Dick,6.1
4682,The Man from Earth,7.7
4683,The Trials Of Darryl Hunt,6.8
4684,Samantha: An American Girl Holiday,4.6
4685,Yesterday Was a Lie,6.0
4686,Theresa Is a Mother,0.0
4687,H.,6.5
4688,Archaeology of a Woman,0.0
4689,Children of Heaven,7.8
4690,Weekend,7.4
4691,She's Gotta Have It,6.1
4692,Butterfly Girl,0.0
4693,The World Is Mine,0.0
4694,Another Earth,6.8
4695,Sweet Sweetback's Baadasssss Song,4.6
4696,Perfect Cowboy,5.0
4697,Tadpole,5.5
4698,Once,7.3
4699,The Woman Chaser,4.9
4700,The Horse Boy,5.5
4701,When the Lights Went Out,5.8
4702,Heroes of Dirt,0.0
4703,A Charlie Brown Christmas,7.5
4704,Antarctic Edge: 70° South,0.0
4705,Aroused,7.2
4706,Top Spin,6.8
4707,Roger & Me,7.4
4708,An American in Hollywood,0.0
4709,Sound of My Voice,6.3
4710,The Blood of My Brother: A Story of Death in Iraq,0.0
4711,Your Sister's Sister,6.5
4712,A Dog's Breakfast,5.9
4713,The Married Woman,7.1
4714,The Birth of a Nation,6.5
4715,The Work and The Story,0.0
4716,Facing the Giants,6.6
4717,The Gallows,4.9
4718,Eraserhead,7.5
4719,Hollywood Shuffle,5.7
4720,The Mighty,7.1
4721,Penitentiary,4.9
4722,The Lost Skeleton of Cadavra,6.5
4723,Dude Where's My Dog?,0.0
4724,Cheap Thrills,6.3
4725,Indie Game: The Movie,7.4
4726,Straightheads,5.2
4727,Open Secret,7.0
4728,Echo Dr.,5.0
4729,The Night Visitor,7.3
4730,The Past Is a Grotesque Animal,5.5
4731,"Peace, Propaganda & the Promised Land",6.4
4732,Pi,7.1
4733,"I Love You, Don't Touch Me!",6.0
4734,20 Dates,3.7
4735,Queen Crab,3.3
4736,Super Size Me,6.6
4737,The FP,4.5
4738,Happy Christmas,5.2
4739,The Brain That Wouldn't Die,4.4
4740,Tiger Orange,6.4
4741,Supporting Characters,6.7
4742,Absentia,5.8
4743,The Brothers McMullen,6.3
4744,The Dirties,6.0
4745,Gabriela,6.0
4746,Tiny Furniture,5.6
4747,Hayride,5.1
4748,The Naked Ape,5.0
4749,Counting,8.3
4750,The Call of Cthulhu,6.9
4751,Bending Steel,5.0
4752,The Signal,5.8
4753,The Image Revolution,5.7
4754,This Is Martin Bonner,6.6
4755,A True Story,6.8
4756,George Washington,6.4
4757,Smiling Fish & Goat On Fire,7.0
4758,Dawn of the Crescent Moon,2.0
4759,Raymond Did It,3.2
4760,The Last Waltz,7.9
4761,"Run, Hide, Die",3.5
4762,The Exploding Girl,6.4
4763,The Legend of God's Gun,0.0
4764,Mutual Appreciation,6.1
4765,Her Cry: La Llorona Investigation,0.0
4766,Down Terrace,6.3
4767,Clerks,7.4
4768,Pink Narcissus,6.0
4769,Funny Ha Ha,6.3
4770,In the Company of Men,6.8
4771,Manito,5.5
4772,Rampage,6.0
4773,Slacker,6.4
4774,Dutch Kills,0.0
4775,Dry Spell,6.0
4776,Flywheel,6.8
4777,Backmask,4.7
4778,The Puffy Chair,6.2
4779,Stories of Our Lives,0.0
4780,Breaking Upwards,5.6
4781,All Superheroes Must Die,4.2
4782,Pink Flamingos,6.2
4783,Clean,6.7
4784,The Circle,6.6
4785,Tin Can Man,2.0
4786,Cure,7.4
4787,On The Downlow,6.0
4788,Sanctuary: Quite a Conundrum,0.0
4789,Bang,6.0
4790,Primer,6.9
4791,Cavite,7.5
4792,El Mariachi,6.6
4793,Newlyweds,5.9
4794,"Signed, Sealed, Delivered",7.0
4795,Shanghai Calling,5.7
4796,My Date with Drew,6.3
